id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude;section_prefixe
"2020-695154";"2020-02-28";"1";"Vente";"65000.0";"30.0";"None";"RUE FAIDHERBE";"2980";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0561";"None";"None";"29";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"-0.563711";"47.466504";"000DI"
"2020-694848";"2020-02-27";"1";"Vente";"440000.0";"10.0";"None";"RUE KELLERMANN";"4490";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0044";"None";"None";"19";"120.05";"20";"nan";"29";"nan";"42";"nan";"None";"nan";"4";"2";"Appartement";"120.0";"5.0";"None";"None";"None";"None";"nan";"nan";"nan";"000DI"
"2020-694848";"2020-02-27";"1";"Vente";"440000.0";"10.0";"None";"RUE KELLERMANN";"4490";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0044";"None";"None";"19";"120.05";"20";"nan";"29";"nan";"42";"nan";"None";"nan";"4";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"nan";"nan";"000DI"
"2020-694723";"2020-02-12";"1";"Vente";"365000.0";"23.0";"None";"RUE MARCEAU";"5160";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0161";"None";"None";"15";"nan";"16";"nan";"18";"nan";"21";"nan";"7";"nan";"5";"2";"Appartement";"121.0";"6.0";"None";"None";"None";"None";"nan";"-0.559015";"47.466558";"000DI"
"2020-694814";"2020-02-11";"1";"Vente";"8000.0";"25.0";"None";"RUE DE QUATREBARBES";"6580";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0462";"None";"None";"17";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"-0.560543";"47.468913";"000DI"
"2020-694643";"2020-02-05";"1";"Vente";"1150000.0";"2.0";"None";"RUE JACQUES BORDIER";"4140";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0556";"None";"None";"58";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"-0.564549";"47.463565";"000DI"
"2020-694643";"2020-02-05";"1";"Vente";"1150000.0";"14.0";"None";"BD ECCE HOMO";"2670";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0623";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"0";"4";"Local industriel. commercial ou assimilé";"802.0";"0.0";"S";"sols";"None";"None";"1904.0";"-0.564978";"47.463787";"000DI"
"2020-694643";"2020-02-05";"1";"Vente";"1150000.0";"4.0";"None";"RUE JACQUES BORDIER";"4140";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0622";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"0";"None";"None";"nan";"nan";"S";"sols";"None";"None";"19.0";"-0.565147";"47.463635";"000DI"
"2020-694620";"2020-01-31";"1";"Vente";"84000.0";"5.0";"None";"RUE RENE BREMONT";"6730";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0215";"None";"None";"1";"50.74";"5";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"2";"Appartement";"40.0";"2.0";"None";"None";"None";"None";"nan";"-0.559332";"47.465602";"000DI"
"2020-694658";"2020-01-31";"1";"Vente";"284000.0";"14.0";"None";"AV DE LA BLANCHERAIE";"0930";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0023";"None";"None";"121";"nan";"38";"100.06";"70";"nan";"87";"nan";"None";"nan";"4";"2";"Appartement";"99.0";"5.0";"None";"None";"None";"None";"nan";"-0.562325";"47.466932";"000DI"
"2020-694489";"2020-01-28";"1";"Vente";"20000.0";"2.0";"None";"ALL DU MITHRAEUM";"5523";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0606";"None";"None";"244";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"-0.560459";"47.465911";"000DI"
"2020-694536";"2020-01-27";"1";"Vente";"225000.0";"43.0";"None";"QUAI ROI DE POLOGNE";"6970";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0447";"None";"None";"2";"91.16";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"85.0";"4.0";"None";"None";"None";"None";"nan";"-0.564601";"47.467687";"000DI"
"2020-694536";"2020-01-27";"1";"Vente";"225000.0";"41.0";"None";"QUAI ROI DE POLOGNE";"6970";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0447";"None";"None";"215";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"-0.564601";"47.467687";"000DI"
"2020-694334";"2020-01-21";"1";"Vente";"365000.0";"37.0";"None";"RUE FAIDHERBE";"2980";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0606";"None";"None";"146";"96.82";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"97.0";"4.0";"None";"None";"None";"None";"nan";"-0.560459";"47.465911";"000DI"
"2020-694334";"2020-01-21";"1";"Vente";"365000.0";"37.0";"None";"RUE FAIDHERBE";"2980";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0606";"None";"None";"277";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"-0.560459";"47.465911";"000DI"
"2020-694325";"2020-01-17";"1";"Vente";"87000.0";"22.0";"None";"RUE D IENA";"4090";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0627";"None";"None";"4";"38.29";"9";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"2";"Appartement";"41.0";"2.0";"None";"None";"None";"None";"nan";"-0.558947";"47.466469";"000DI"
